geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_lat,geolocation_lng
01237,Sao Paulo,SP,-23.54323445101232,-46.668724402289044
01238,Sao Paulo,SP,-23.542571396851145,-46.65424333104066
01239,Sao Paulo,SP,-23.543095270084798,-46.631059196217635
01240,Sao Paulo,SP,-23.543791843442868,-46.658543962529855
01241,Sao Paulo,SP,-23.54552478660237,-46.65784019308335
01242,Sao Paulo,SP,-23.546506947085888,-46.65850174642453
01243,Sao Paulo,SP,-23.548120304994384,-46.65919184884556
01244,Sao Paulo,SP,-23.56204912797664,-46.65959031403356
01245,Sao Paulo,SP,-23.5494755238467,-46.66382107418295
01246,Sao Paulo,SP,-23.55348129524968,-46.666318477031005
01247,Sao Paulo,SP,-23.55063807285042,-46.66865580450115
01248,Sao Paulo,SP,-23.54791252484105,-46.6680263133255
01249,Sao Paulo,SP,-23.54841989244908,-46.671220445558475
01250,Sao Paulo,SP,-23.547640483075995,-46.671972633543334
01251,Sao Paulo,SP,-23.54837451640475,-46.67484647170287
01252,Sao Paulo,SP,-23.541753975470872,-46.67893404000763
01253,Sao Paulo,SP,-23.54492912635292,-46.679164692087
01254,Sao Paulo,SP,-23.543337420255035,-46.680852402934015
01255,Sao Paulo,SP,-23.54636983531918,-46.68154172682528
01256,Sao Paulo,SP,-23.547773256174622,-46.682838349154586
01257,Sao Paulo,SP,-23.54360983905432,-46.687838575110746
01258,Sao Paulo,SP,-23.544037017325074,-46.686850912471364
01259,Sao Paulo,SP,-23.541418553843283,-46.68530389676934
01262,Sao Paulo,SP,-23.550856391462712,-46.67735184892536
01290,Sao Paulo,SP,-23.54096134139296,-46.657748702752585
01301,Sao Paulo,SP,-23.549328970281223,-46.65089009868754
01302,Sao Paulo,SP,-23.549002921262293,-46.6495522786361
01303,Sao Paulo,SP,-23.54950569815466,-46.64843251428849
01304,Sao Paulo,SP,-23.554056434811187,-46.655202368713134
01305,Sao Paulo,SP,-23.552622735865256,-46.652538288772064
01306,Sao Paulo,SP,-23.553785206718914,-46.649605096945386
01307,Sao Paulo,SP,-23.552764998536166,-46.65319503232283
01308,Sao Paulo,SP,-23.555981373614504,-46.65331111428114
01309,Sao Paulo,SP,-23.555493080015935,-46.658452189500665
01310,Sao Paulo,SP,-23.561652948469515,-46.65602130430728
01311,Sao Paulo,SP,-23.564504609380947,-46.652792655953206
01312,Sao Paulo,SP,-23.554793872613402,-46.64961491794625
01313,Sao Paulo,SP,-23.556111699158382,-46.65057380587248
01314,Sao Paulo,SP,-23.552640734461256,-46.64520437763303
01315,Sao Paulo,SP,-23.55408999997805,-46.64038909569764
01316,Sao Paulo,SP,-23.55295484539391,-46.6394328193213
01317,Sao Paulo,SP,-23.556238213645067,-46.640059865228494
01318,Sao Paulo,SP,-23.559447989888127,-46.642412737332194
01319,Sao Paulo,SP,-23.55188165773143,-46.640727972716256
01320,Sao Paulo,SP,-23.557955062291963,-46.639347399325395
01321,Sao Paulo,SP,-23.56212863488459,-46.64191854981315
01322,Sao Paulo,SP,-23.56317165882958,-46.64345614157524
01323,Sao Paulo,SP,-23.56573478465023,-46.64147810312641
01324,Sao Paulo,SP,-23.555214735465718,-46.643150740203204
01325,Sao Paulo,SP,-23.557390163497686,-46.644458336676024
01326,Sao Paulo,SP,-23.55653901468896,-46.645439561798014
01327,Sao Paulo,SP,-23.565113424714426,-46.644944579328765
01328,Sao Paulo,SP,-23.555992686485013,-46.64679480230547
01329,Sao Paulo,SP,-23.56197752132482,-46.64728109566715
01330,Sao Paulo,SP,-23.559037886116048,-46.64945883730208
01331,Sao Paulo,SP,-23.56266441471218,-46.64999665805783
01332,Sao Paulo,SP,-23.559568587578646,-46.65245164487606
01333,Sao Paulo,SP,-23.56643505240895,-46.64756359661896
01401,Sao Paulo,SP,-23.575807250351687,-46.65865462724659
01402,Sao Paulo,SP,-23.574837390049076,-46.65739203989358
01403,Sao Paulo,SP,-23.568755038771073,-46.65340944414581
01404,Sao Paulo,SP,-23.568544733628446,-46.65578027665806
01405,Sao Paulo,SP,-23.564762579634394,-46.655138385183726
01406,Sao Paulo,SP,-23.574814338967826,-46.67029927274052
01407,Sao Paulo,SP,-23.576111884428947,-46.67139205737759
01408,Sao Paulo,SP,-23.56711189502811,-46.66081341581779
01409,Sao Paulo,SP,-23.56146082458661,-46.6582620039177
01410,Sao Paulo,SP,-23.562831445869627,-46.66092524802457
01411,Sao Paulo,SP,-23.56424786754298,-46.66405956794994
01412,Sao Paulo,SP,-23.563651580737666,-46.66602412107524
01413,Sao Paulo,SP,-23.561814504124452,-46.664033954271915
01414,Sao Paulo,SP,-23.559623493719684,-46.663496455320605
01415,Sao Paulo,SP,-23.55609171648326,-46.660462198375534
01416,Sao Paulo,SP,-23.560692913961415,-46.6676885326705
01417,Sao Paulo,SP,-23.55277885309958,-46.63393189503633
01418,Sao Paulo,SP,-23.56411614903987,-46.65527239864379
01419,Sao Paulo,SP,-23.563541620009783,-46.65594961304881
01420,Sao Paulo,SP,-23.563435490498804,-46.657916039196984
01421,Sao Paulo,SP,-23.563299264968794,-46.66015369245716
01422,Sao Paulo,SP,-23.563961910707366,-46.661132368415885
01423,Sao Paulo,SP,-23.5691451171934,-46.65734766505131
01424,Sao Paulo,SP,-23.568041456805936,-46.66139884320943
01425,Sao Paulo,SP,-23.57289853249542,-46.65924739236762
01426,Sao Paulo,SP,-23.565860397098277,-46.666031696326776
01427,Sao Paulo,SP,-23.571044764791594,-46.66406861421766
01428,Sao Paulo,SP,-23.573938872860044,-46.66232632374679
01429,Sao Paulo,SP,-23.576384455529094,-46.662900007074334
01430,Sao Paulo,SP,-23.65614006235602,-46.66250204609212
01431,Sao Paulo,SP,-23.620388779836063,-46.66476818452366
01432,Sao Paulo,SP,-23.576485879805993,-46.6657860583567
01433,Sao Paulo,SP,-23.57840745461661,-46.66837295595987
01434,Sao Paulo,SP,-23.574646544842807,-46.672377399015254
01435,Sao Paulo,SP,-23.579321845605374,-46.67017866896868
01436,Sao Paulo,SP,-23.57245538592821,-46.66798871616942
01437,Sao Paulo,SP,-23.5721412540443,-46.67150329618942
01438,Sao Paulo,SP,-23.569803708774252,-46.67226487905968
01439,Sao Paulo,SP,-23.566289488092035,-46.67357141778228
01440,Sao Paulo,SP,-23.568289458157125,-46.67817024606098
01441,Sao Paulo,SP,-23.570603894261335,-46.68373209675989
01442,Sao Paulo,SP,-23.566530732061704,-46.67861605515884
01443,Sao Paulo,SP,-23.5682689389101,-46.68450786333133
01444,Sao Paulo,SP,-23.573235541829785,-46.68752695447545
01445,Sao Paulo,SP,-23.57103798335723,-46.6880680072701
01446,Sao Paulo,SP,-23.575583788550983,-46.675498893884544
01447,Sao Paulo,SP,-23.572786809489713,-46.67888556258398
01448,Sao Paulo,SP,-23.578237896388124,-46.6798226933562
01449,Sao Paulo,SP,-23.57611691772789,-46.67995669824681
01450,Sao Paulo,SP,-23.576453178872974,-46.68518508958671
01451,Sao Paulo,SP,-23.577435950107763,-46.68698984950365
01452,Sao Paulo,SP,-23.574996445978105,-46.68887938403559
01453,Sao Paulo,SP,-23.584059003974733,-46.686376108944685
01454,Sao Paulo,SP,-23.582376976278088,-46.68670275509791
01455,Sao Paulo,SP,-23.5805541360028,-46.69112136854047
01456,Sao Paulo,SP,-23.57683976544104,-46.690987249007264
01457,Sao Paulo,SP,-23.57523780982959,-46.69270350960497
01472,Sao Paulo,SP,-23.57054369248079,-46.69129667943905
01489,Sao Paulo,SP,-23.57664998889148,-46.68740004775216
01501,Sao Paulo,SP,-23.552469356196873,-46.63548543836741
01502,Sao Paulo,SP,-23.55460594212854,-46.635492561139046
01503,Sao Paulo,SP,-23.557709002952702,-46.63676937101554
01504,Sao Paulo,SP,-23.566860580458098,-46.63950529622234
01505,Sao Paulo,SP,-23.555267611186444,-46.63182476204627
01506,Sao Paulo,SP,-23.559558667862476,-46.635032185031825
01507,Sao Paulo,SP,-23.558146418434657,-46.63176589052542
01508,Sao Paulo,SP,-23.56142363121043,-46.63583005941286
01509,Sao Paulo,SP,-23.567010080253134,-46.635798141250085
01510,Sao Paulo,SP,-23.55760216498659,-46.63361528281082
01511,Sao Paulo,SP,-23.5614568127286,-46.63294793571508
01512,Sao Paulo,SP,-23.55371720607981,-46.629499097304134
01513,Sao Paulo,SP,-23.548914356972645,-46.60384461609752
01514,Sao Paulo,SP,-23.55437781878454,-46.628337768628526
01516,Sao Paulo,SP,-23.5590732442397,-46.615479964241814
01517,Sao Paulo,SP,-23.559613278440462,-46.624003480698924
01518,Sao Paulo,SP,-23.559209262391253,-46.62318692012759
01519,Sao Paulo,SP,-23.56092636240119,-46.62475706787166
01520,Sao Paulo,SP,-23.559378269055898,-46.62016401941447
01521,Sao Paulo,SP,-23.561174444941713,-46.62150903166886
01522,Sao Paulo,SP,-23.559920265800766,-46.61598186753573
01523,Sao Paulo,SP,-23.564203478452267,-46.61689706470856
01524,Sao Paulo,SP,-23.567783274833246,-46.61340053805785
01525,Sao Paulo,SP,-23.564028977467743,-46.634953911249525
01526,Sao Paulo,SP,-23.565952267759904,-46.630943918566196
01527,Sao Paulo,SP,-23.56243917352596,-46.62919220917374
01528,Sao Paulo,SP,-23.564770045306158,-46.627165924834166
01529,Sao Paulo,SP,-23.56843915687453,-46.634555491641365
01530,Sao Paulo,SP,-23.56894449806347,-46.63008918820539
01531,Sao Paulo,SP,-23.570760627713355,-46.632425247383914
01532,Sao Paulo,SP,-23.570534217612966,-46.6361118769605
01533,Sao Paulo,SP,-23.57116812309982,-46.638364543350306
01534,Sao Paulo,SP,-23.56754359015962,-46.626085143450275
01535,Sao Paulo,SP,-23.572433214905786,-46.625241361882196
01536,Sao Paulo,SP,-23.56903213145491,-46.623436273556386
01537,Sao Paulo,SP,-23.57442284838845,-46.623137264431584
01538,Sao Paulo,SP,-23.576312823278336,-46.623629347944245
01539,Sao Paulo,SP,-23.5711528559151,-46.62043601303771
01540,Sao Paulo,SP,-23.565851346289616,-46.62258150860084
01541,Sao Paulo,SP,-23.56925274057871,-46.61861697305809
01542,Sao Paulo,SP,-23.57106582708015,-46.62406014113324
01543,Sao Paulo,SP,-23.573720975073687,-46.62387176826929
01544,Sao Paulo,SP,-23.577255432718097,-46.62163174221563
01545,Sao Paulo,SP,-23.58097414309849,-46.61831033162644
01546,Sao Paulo,SP,-23.579039318151207,-46.62195565179699
01547,Sao Paulo,SP,-23.5829939617234,-46.62112676164033
01548,Sao Paulo,SP,-23.576927145286824,-46.613420785200006
01549,Sao Paulo,SP,-23.576317533999337,-46.615586656693765
01550,Sao Paulo,SP,-23.57305660659289,-46.616150545611475
01551,Sao Paulo,SP,-23.572737912267932,-46.61268007361107
01552,Sao Paulo,SP,-23.56949069519509,-46.611321773237286
01553,Sao Paulo,SP,-23.574487923181074,-46.60919807994077
02009,Sao Paulo,SP,-23.515799103830265,-46.64113909097136
02010,Sao Paulo,SP,-23.51056158921295,-46.62635497331379
02011,Sao Paulo,SP,-23.5043850341285,-46.626621045901096
02012,Sao Paulo,SP,-23.513066026188508,-46.63196817761764
02013,Sao Paulo,SP,-23.502206174225098,-46.63311453979948
02016,Sao Paulo,SP,-23.50398483876719,-46.6256721599388
02017,Sao Paulo,SP,-23.500742944360795,-46.63469457728485
02018,Sao Paulo,SP,-23.49570370617884,-46.62970690460869
02019,Sao Paulo,SP,-23.49826308491997,-46.629651561730405
02020,Sao Paulo,SP,-23.496468603688918,-46.63329280565478
02021,Sao Paulo,SP,-23.498309141177288,-46.6358858984643
02022,Sao Paulo,SP,-23.50407390342452,-46.63767093473863
02028,Sao Paulo,SP,-23.508702544567765,-46.61833692171872
02029,Sao Paulo,SP,-23.509362078522784,-46.61934355300127
02030,Sao Paulo,SP,-23.505871338521406,-46.62468256911272
02031,Sao Paulo,SP,-23.510062708819763,-46.6257781627838
02032,Sao Paulo,SP,-23.511068260729207,-46.62384982222437
02033,Sao Paulo,SP,-23.499900453395483,-46.61504999074923
02034,Sao Paulo,SP,-23.504072876495652,-46.62414421625581
02035,Sao Paulo,SP,-23.496211310932598,-46.62282500873062
02036,Sao Paulo,SP,-23.501744307143422,-46.6208028623093
02037,Sao Paulo,SP,-23.49971822107626,-46.620555045277534
02038,Sao Paulo,SP,-23.495237528059075,-46.62416228233207
02039,Sao Paulo,SP,-23.493025095973085,-46.621603479583534
02040,Sao Paulo,SP,-23.48965996001442,-46.62257166509295
02041,Sao Paulo,SP,-23.490626476607115,-46.62307980262542
02042,Sao Paulo,SP,-23.494233904442233,-46.616377152437465
02043,Sao Paulo,SP,-23.489943419781984,-46.61612445688869
02044,Sao Paulo,SP,-23.495724717630402,-46.618787965852384
02045,Sao Paulo,SP,-23.49614649201779,-46.616402919178896
02046,Sao Paulo,SP,-23.492280455300875,-46.61176940207568
02047,Sao Paulo,SP,-23.51721555382505,-46.61867396387229
02049,Sao Paulo,SP,-23.514166590335094,-46.61736559414439
02050,Sao Paulo,SP,-23.51734415478188,-46.61213522693959
02051,Sao Paulo,SP,-23.509988340079175,-46.60776441539105
02052,Sao Paulo,SP,-23.512974466155033,-46.607783784796915
02053,Sao Paulo,SP,-23.513227598850428,-46.602792691111006
02054,Sao Paulo,SP,-23.517195508095337,-46.60669921220444
02055,Sao Paulo,SP,-23.514029731318836,-46.60712616164343
02056,Sao Paulo,SP,-23.512302133311653,-46.60278807725412
02060,Sao Paulo,SP,-23.51900515519527,-46.602860931821475
02064,Sao Paulo,SP,-23.517676960434017,-46.597964629407336
02065,Sao Paulo,SP,-23.507711240884003,-46.605369299131056
02066,Sao Paulo,SP,-23.508643305017994,-46.605295668815735
02067,Sao Paulo,SP,-23.506720281053298,-46.6036534199635
02068,Sao Paulo,SP,-23.5051325062282,-46.61237532076288
02069,Sao Paulo,SP,-23.505534343983758,-46.613927707539226
02071,Sao Paulo,SP,-23.504278758029912,-46.606427672351096
02072,Sao Paulo,SP,-23.500164927840164,-46.60405533511347
02073,Sao Paulo,SP,-23.501832028037192,-46.60713393030522
02074,Sao Paulo,SP,-23.50521986198309,-46.60044750495475
02075,Sao Paulo,SP,-23.505454220429975,-46.60232703217921
02076,Sao Paulo,SP,-23.504660529782434,-46.59909846180968
02077,Sao Paulo,SP,-23.502316162953978,-46.59729440070282
02078,Sao Paulo,SP,-23.50224822474882,-46.59560967129785
02079,Sao Paulo,SP,-23.499287714127018,-46.60578507967237
02080,Sao Paulo,SP,-23.497670419903162,-46.605361571706716
02081,Sao Paulo,SP,-23.495841332603625,-46.60469932466566
02082,Sao Paulo,SP,-23.49459706456804,-46.60716679313656
02083,Sao Paulo,SP,-23.49532145559458,-46.59793556042434
02084,Sao Paulo,SP,-23.497275216798545,-46.59974305553181
02085,Sao Paulo,SP,-23.497952682648496,-46.6129677377595
02088,Sao Paulo,SP,-23.50424025971884,-46.620742066583865
02089,Sao Paulo,SP,-23.51709448459233,-46.616673100755904
02110,Sao Paulo,SP,-23.519097465042975,-46.59553885431606
02111,Sao Paulo,SP,-23.51764300121214,-46.592756877647595
02112,Sao Paulo,SP,-23.517448624283098,-46.59045121964739
02113,Sao Paulo,SP,-23.517720495682244,-46.589226620340014
02114,Sao Paulo,SP,-23.522317926702854,-46.590614833179444
02115,Sao Paulo,SP,-23.526589649122574,-46.59169265929573
02116,Sao Paulo,SP,-23.520455056330842,-46.58549588271983
02117,Sao Paulo,SP,-23.51865496410495,-46.59365984819463
02118,Sao Paulo,SP,-23.515006511347323,-46.592774634882375
02119,Sao Paulo,SP,-23.51220780313036,-46.59263904944158
02120,Sao Paulo,SP,-23.51082440244575,-46.593885760245776
02121,Sao Paulo,SP,-23.512229069220233,-46.58968331880412
02122,Sao Paulo,SP,-23.511966093580153,-46.58386437718144
02123,Sao Paulo,SP,-23.511838083991446,-46.579442496039015
02124,Sao Paulo,SP,-23.50697691302585,-46.57712086357543
02125,Sao Paulo,SP,-23.50983995240275,-46.58680335489369
02126,Sao Paulo,SP,-23.506898021382856,-46.59175114788354
02127,Sao Paulo,SP,-23.50559796845306,-46.587265741108666
02128,Sao Paulo,SP,-23.50501951707933,-46.593942564083434
02129,Sao Paulo,SP,-23.50371906481274,-46.588291028965315
02130,Sao Paulo,SP,-23.50846749738403,-46.58356366642944
02131,Sao Paulo,SP,-23.504328811869534,-46.58250945058416
02132,Sao Paulo,SP,-23.501320929534863,-46.57765662787875
02133,Sao Paulo,SP,-23.499081224420927,-46.584724768458415
02134,Sao Paulo,SP,-23.498613267408857,-46.57978572229729
02135,Sao Paulo,SP,-23.49793218940606,-46.584612291700225
02136,Sao Paulo,SP,-23.498754324236273,-46.58237728186106
02137,Sao Paulo,SP,-23.49795326926181,-46.57611869717361
02138,Sao Paulo,SP,-23.493463862708566,-46.57451697635212
02139,Sao Paulo,SP,-23.49046826593474,-46.57353020032567
02141,Sao Paulo,SP,-23.488986884986794,-46.57065328067549
02142,Sao Paulo,SP,-23.510198710701715,-46.576717815473344
02143,Sao Paulo,SP,-23.507217446152122,-46.574967125819924
02144,Sao Paulo,SP,-23.50369564795767,-46.570756169824115
02145,Sao Paulo,SP,-23.50235732946796,-46.56625930442226
02146,Sao Paulo,SP,-23.50095702331352,-46.57088226395057
02147,Sao Paulo,SP,-23.498361926574916,-46.56516670026353
02150,Sao Paulo,SP,-23.49403466917498,-46.568633209704345
02151,Sao Paulo,SP,-23.496962716414327,-46.56955259688864
02152,Sao Paulo,SP,-23.49736136522832,-46.57223172708803
02161,Sao Paulo,SP,-23.490165194182673,-46.569283719186814
02162,Sao Paulo,SP,-23.49065321384101,-46.56283078535538
02166,Sao Paulo,SP,-23.525209057038595,-46.58402154568834
02167,Sao Paulo,SP,-23.522695763662153,-46.581619908769134
02168,Sao Paulo,SP,-23.520605527352913,-46.579503398158735
02169,Sao Paulo,SP,-23.549584845417158,-46.62029999286664
02170,Sao Paulo,SP,-23.525644299521666,-46.57701341026048
02174,Sao Paulo,SP,-23.522923542862056,-46.57242472056035
02175,Sao Paulo,SP,-23.515886694400297,-46.574891587302986
02176,Sao Paulo,SP,-23.51359890288362,-46.5730652850043
02177,Sao Paulo,SP,-23.50873433614695,-46.5585298971563
02178,Sao Paulo,SP,-23.521664986950224,-46.570523876507146
02179,Sao Paulo,SP,-23.520410060508965,-46.568235339069005
02180,Sao Paulo,SP,-23.519210706362006,-46.56595570648479
02181,Sao Paulo,SP,-23.51868747737037,-46.56102075954839
02185,Sao Paulo,SP,-23.51469915477194,-46.56748610841784
02186,Sao Paulo,SP,-23.51405620319808,-46.5690600622993
02187,Sao Paulo,SP,-23.515871385977842,-46.56490977736317
02188,Sao Paulo,SP,-23.509466194005064,-46.56698198842044
02189,Sao Paulo,SP,-23.507787143908224,-46.56746770948781
02190,Sao Paulo,SP,-23.5071480542849,-46.563973154457386
02201,Sao Paulo,SP,-23.486228925529456,-46.592006127066036
02202,Sao Paulo,SP,-23.49304868290792,-46.59481549706722
02203,Sao Paulo,SP,-23.491870834979036,-46.59134807783873
02204,Sao Paulo,SP,-23.48741125450329,-46.59216239463687
02205,Sao Paulo,SP,-23.48798815884837,-46.59119431348124
02206,Sao Paulo,SP,-23.48462056971313,-46.594045477918684
02207,Sao Paulo,SP,-23.485985491921372,-46.588188764979016
02208,Sao Paulo,SP,-23.483015536791733,-46.58951864576982
02209,Sao Paulo,SP,-23.485125790212173,-46.58537751870623
02210,Sao Paulo,SP,-23.48255993586803,-46.582102339606315
02211,Sao Paulo,SP,-23.4973990036863,-46.59360543538115
02212,Sao Paulo,SP,-23.495647470348985,-46.58925913931688
